# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 07:05:07 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
K2-199 b,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,3.22528600000,,1.74000000,0.15523267,7.10000000,0.02233910,Mass,,119.0000,842.00,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4507.00,0.680000,0.690000,-0.0400,[Fe/H],4.600000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2025-09-17,2025-06,2025-09-17
K2-199 b,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,,3.17053923,0.28285705,,,,,32.5789,609.33,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4550.00,0.701485,,,,4.601550,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2025-09-17,2017-07,2025-08-28
K2-199 b,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,3.22542300000,,1.88203097,0.16790356,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4681.00,0.667422,0.705681,-0.2300,[Fe/H],4.690000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2018-10-24,2018-03,2018-02-15
K2-199 b,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.22536900000,,1.59300000,0.14210000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.582000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2019-09-05,2019-09,2019-09-05
K2-199 b,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,3.22534900000,,1.90000000,0.17000000,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.700000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2017-12-14,2018-01,2017-12-14
K2-199 c,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.37400000000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4550.00,0.701485,0.717000,,,4.601550,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2016-07-18,2016-10,2016-07-18
K2-199 c,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,7.37442000000,,2.67000000,0.23820186,12.60000000,0.03964403,Mass,,39.6000,639.00,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,4507.00,0.680000,0.690000,-0.0400,[Fe/H],4.600000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2025-09-17,2025-06,2025-09-17
K2-199 c,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,7.37468900000,,3.00000000,0.27000000,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.700000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2017-12-14,2018-01,2017-12-14
K2-199 c,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.37426000000,,2.45000000,0.21900000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.582000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2019-09-05,2019-09,2019-09-05
K2-199 c,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,7.37448280000,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4681.00,0.667422,0.705681,-0.2300,[Fe/H],4.690000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2024-03-04,2023-03,2024-03-04
K2-199 c,K2-199,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,7.37448970000,0.0662000000,2.85000000,0.25426041,12.40000000,0.03901476,Mass,0.030000,38.6000,694.00,0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,4491.00,0.682000,0.711000,-0.0100,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2022-03-28,2021-12,2022-03-28
K2-199 c,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.37469400000,0.0668000000,2.78000000,0.24801499,,,,,,653.00,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4648.00,0.680000,0.730000,-0.1100,[Fe/H],4.640000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2018-10-24,2018-12,2018-10-26
K2-199 c,K2-199,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.37449700000,,2.83685639,0.25308738,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4681.00,0.667422,0.705681,-0.2300,[Fe/H],4.690000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.51800000,12.3580000,9.6250000,11.9053000,2018-10-24,2018-03,2018-02-15
K2-200 b,K2-200,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.85009000000,,1.38000000,0.12300000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.800000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m00.29s,202.2512060,-04d36m36.19s,-4.6100532,184.13100000,12.4280000,10.3750000,12.2315000,2019-09-05,2019-09,2019-09-05
K2-200 b,K2-200,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.84988300000,,1.36439870,0.12172350,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5233.00,0.791736,0.860208,-0.0400,[Fe/H],4.710000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m00.29s,202.2512060,-04d36m36.19s,-4.6100532,184.13100000,12.4280000,10.3750000,12.2315000,2018-02-14,2018-03,2018-02-15
K2-200 b,K2-200,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2.85000000000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5017.84,0.807647,0.834000,-0.0100,[M/H],4.544790,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m00.29s,202.2512060,-04d36m36.19s,-4.6100532,184.13100000,12.4280000,10.3750000,12.2315000,2016-07-18,2016-10,2016-07-18
K2-201 b,K2-201,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.05980600000,,1.47000000,0.13100000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.920000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.93200000,12.1680000,10.1980000,11.9432000,2019-09-05,2019-09,2019-09-05
K2-201 b,K2-201,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1.05979000000,,1.40006712,0.12490562,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5507.00,0.878161,0.956055,0.1300,[Fe/H],4.680000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.93200000,12.1680000,10.1980000,11.9432000,2018-02-14,2018-03,2018-02-15
K2-201 c,K2-201,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,22.77987800000,,3.28568401,0.29312909,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5507.00,0.878161,0.956055,0.1300,[Fe/H],4.680000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.93200000,12.1680000,10.1980000,11.9432000,2018-02-14,2018-03,2018-02-15
K2-201 c,K2-201,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,22.77680000000,,3.39000000,0.30200000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.920000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.93200000,12.1680000,10.1980000,11.9432000,2019-09-05,2019-09,2019-09-05
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,0,CONFIRMED,Specht et al. 2023,1,1,Microlensing,2023,K2,Published Confirmed,0,<a refstr=SPECHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6350S/abstract target=ref>Specht et al. 2023</a>,4700.00000000000,4.1100000000,,,368.68095212,1.16000000,Mass,,,,0,<a refstr=SPECHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6350S/abstract target=ref>Specht et al. 2023</a>,,,,0.574000,,,,<a refstr=SPECHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6350S/abstract target=ref>Specht et al. 2023</a>,17h59m31.16s,269.8798333,-27d36m26.90s,-27.6074722,5260.00000000,,,,2023-05-03,2023-04,2023-05-03
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,1,CONFIRMED,Specht et al. 2023,1,1,Microlensing,2023,K2,Published Confirmed,0,<a refstr=SPECHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6350S/abstract target=ref>Specht et al. 2023</a>,4700.00000000000,4.1600000000,,,349.61124770,1.10000000,Mass,,,,0,<a refstr=SPECHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6350S/abstract target=ref>Specht et al. 2023</a>,,,,0.584000,,,,<a refstr=SPECHT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.520.6350S/abstract target=ref>Specht et al. 2023</a>,17h59m31.16s,269.8798333,-27d36m26.90s,-27.6074722,5200.00000000,,,,2023-05-03,2023-04,2023-05-03
K2-202 b,K2-202,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.40508700000,,2.31000000,0.20600000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.923000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m03.44s,283.2643203,-22d24m25.40s,-22.4070553,300.39700000,13.3540000,11.0460000,13.0435000,2019-09-05,2019-09,2019-09-05
K2-202 b,K2-202,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,3.40516400000,,2.30165603,0.20534000,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5491.00,0.910685,0.971461,0.2700,[Fe/H],4.550000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m03.44s,283.2643203,-22d24m25.40s,-22.4070553,300.39700000,13.3540000,11.0460000,13.0435000,2018-02-14,2018-03,2018-02-15
K2-203 b,K2-203,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.68970000000,,1.37000000,0.12200000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.776000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m05.69s,12.7736909,-01d11m45.18s,-1.1958844,166.14700000,12.3910000,10.2060000,12.1219000,2019-09-05,2019-09,2019-09-05
K2-203 b,K2-203,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,9.69520000000,0.0824000000,1.26549392,0.11290000,,,,0.230000,,738.40,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5026.00,0.765000,0.793000,-0.0210,[Fe/H],4.570000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m05.69s,12.7736909,-01d11m45.18s,-1.1958844,166.14700000,12.3910000,10.2060000,12.1219000,2024-11-20,2023-04,2024-11-20
K2-203 b,K2-203,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,9.69510100000,,1.37068602,0.12228442,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5000.00,0.762994,0.793531,-0.0700,[Fe/H],4.430000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m05.69s,12.7736909,-01d11m45.18s,-1.1958844,166.14700000,12.3910000,10.2060000,12.1219000,2018-02-14,2018-03,2018-02-15
K2-204 b,K2-204,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.05647000000,,2.76000000,0.24600000,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.090000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h09m31.80s,17.3825067,-00d31m03.91s,-0.5177539,577.23500000,12.9850000,11.4780000,12.8893000,2019-09-05,2019-09,2019-09-05
K2-204 b,K2-204,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,7.05590800000,0.0738000000,3.17214154,0.28300000,,,,0.280000,,1148.00,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5783.00,1.253000,1.076000,0.2100,[Fe/H],4.273000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h09m31.80s,17.3825067,-00d31m03.91s,-0.5177539,577.23500000,12.9850000,11.4780000,12.8893000,2024-11-20,2023-04,2024-11-20
K2-204 b,K2-204,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.05578400000,,3.04584393,0.27173200,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5755.00,1.177665,1.009256,0.0700,[Fe/H],4.230000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h09m31.80s,17.3825067,-00d31m03.91s,-0.5177539,577.23500000,12.9850000,11.4780000,12.8893000,2018-02-14,2018-03,2018-02-15
